STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;AGE;Âge;URBANIZATION;Urbanisation;DISABILITY;Invalidité;EDUCATION;Niveau d'éducation;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;2251;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;4;Enseignement post-secondaire non supérieur;2020;;195;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;1780;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;150;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;0;L'éducation de la petite enfance;2020;;10;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;1;Enseignement primaire;2020;;16;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;59;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;4;Enseignement post-secondaire non supérieur;2020;;22;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;38;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;4265;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;56;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;58;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;44;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;2192;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;4;Enseignement post-secondaire non supérieur;2020;;173;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;U;Urbain;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;1742;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;1156;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;32;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;44;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;51;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;685;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;4;Enseignement post-secondaire non supérieur;2020;;22;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;322;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;88;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;0;L'éducation de la petite enfance;2020;;13;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;1;Enseignement primaire;2020;;12;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;40;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;4;Enseignement post-secondaire non supérieur;2020;;6;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;14;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;1068;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;19;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;32;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;48;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;645;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;4;Enseignement post-secondaire non supérieur;2020;;16;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;_T;Tous les âges;R;Rural;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;308;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;3562;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;35;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;20;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;39;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;1884;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;4;Enseignement post-secondaire non supérieur;2020;;99;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;1485;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;47;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;22;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;16;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;3515;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;30;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;19;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;38;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;1862;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;4;Enseignement post-secondaire non supérieur;2020;;97;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;_T;National;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;1469;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;2925;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;26;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;1;Enseignement primaire;2020;;16;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;21;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;1476;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;4;Enseignement post-secondaire non supérieur;2020;;93;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;1293;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;29;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;12;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PD;Personnes handicapées;5-8;Éducation tertiaire;2020;;12;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;2896;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;24;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;1;Enseignement primaire;2020;;15;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;21;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;1464;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;4;Enseignement post-secondaire non supérieur;2020;;91;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;U;Urbain;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;1281;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;_T;Tous les niveaux d'enseignement;2020;;637;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;0;L'éducation de la petite enfance;2020;;9;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;2;Enseignement secondaire inférieur;2020;;18;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;3;L'enseignement secondaire supérieur;2020;;408;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;4;Enseignement post-secondaire non supérieur;2020;;6;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;_T;Pas de ventilation par handicap;5-8;Éducation tertiaire;2020;;192;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PD;Personnes handicapées;_T;Tous les niveaux d'enseignement;2020;;18;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PD;Personnes handicapées;3;L'enseignement secondaire supérieur;2020;;10;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PWD;Personnes sans handicap;_T;Tous les niveaux d'enseignement;2020;;619;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PWD;Personnes sans handicap;0;L'éducation de la petite enfance;2020;;6;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PWD;Personnes sans handicap;2;Enseignement secondaire inférieur;2020;;17;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PWD;Personnes sans handicap;3;L'enseignement secondaire supérieur;2020;;398;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PWD;Personnes sans handicap;4;Enseignement post-secondaire non supérieur;2020;;6;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_EDUCATION(1.0);Niveau d'éducation atteint par pays, âge, sexe, urbanisation et statut de handicap;I;A;Annuel;PW;Palaos;POPCNT;Population;F;Femme;Y25T54;25-54;R;Rural;PWD;Personnes sans handicap;5-8;Éducation tertiaire;2020;;188;;N;unités;;;;;;;;;;
