STRUCTURE;STRUCTURE_ID;STRUCTURE_NAME;ACTION;FREQ;Fréquence;GEO_PICT;Pays et territoires insulaires du Pacifique;INDICATOR;Indicateur;SEX;Sexe;URBANIZATION;Urbanisation;DISABILITY;Invalidité;TIME_PERIOD;Période;OBS_VALUE;Valeur observée;UNIT_MEASURE;Unité de mesure;UNIT_MULT;Multiplicateur d'unités;OBS_STATUS;Statut de l'observation;DATA_SOURCE;Source de données;OBS_COMMENT;Commentaire;CONF_STATUS;Confidentialité
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2021;;19.64;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PWD;Personnes sans handicap;2016;;30.28;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PWD;Personnes sans handicap;2018;;30.99;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PWD;Personnes sans handicap;2021;;23.65;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2019;;36.5;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2019;;40.22;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PD;Personnes handicapées;2019;;73;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2019;;4330;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2019;;51.04;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PWD;Personnes sans handicap;2019;;45.81;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2019;;31.41;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2011;;525;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2019;;334;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2011;;954;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2012;;931;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2011;;41.7;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2012;;26.48;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2012;;14161;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2012;;39.24;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2013;;4200;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2013;;39.24;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2013;;126;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2015;;198;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2013;;4587;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2013;;30.89;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2015;;151;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2015;;5538;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2019;;4984;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2015;;49.11;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2019;;55.66;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2015;;40;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2019;;37.41;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;PWD;Personnes sans handicap;2015;;155;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TK;Tokelau;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2015;;15.09;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;PWD;Personnes sans handicap;2017;;582;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PWD;Personnes sans handicap;2017;;35.1;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;PD;Personnes handicapées;2017;;87.5;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;PWD;Personnes sans handicap;2019;;1454;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2019;;30.24;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2011;;56.93;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NR;Nauru;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2012;;53.26;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2013;;2672;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;U;Urbain;_T;Pas de ventilation par handicap;2013;;1527;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2013;;41.88;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2013;;39.71;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2013;;198;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2015;;198;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2013;;13.69;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2015;;16.53;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2013;;5970;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;WS;Samoa;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;_T;Pas de ventilation par handicap;2013;;758;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2015;;234;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;CK;Îles Cook;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;32.03;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2015;;10126;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;PWD;Personnes sans handicap;2019;;10783;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2015;;5596;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2019;;5054;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2015;;49.1;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;_T;Pas de ventilation par handicap;2019;;55.4;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2015;;47.06;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2019;;48.88;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2015;;47.86;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;KI;Kiribati;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2019;;55.58;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;PWD;Personnes sans handicap;2015;;25;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;U;Urbain;PWD;Personnes sans handicap;2015;;172;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2016;;2914;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2018;;2982;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2021;;2178;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2016;;44;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2018;;59;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2021;;51;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2016;;32.04;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TO;Tonga;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2018;;68.66;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NU;Niue;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;_T;National;_T;Pas de ventilation par handicap;2017;;11;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;NU;Niue;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2017;;6.67;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;TV;Tuvalu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PWD;Personnes sans handicap;2017;;461;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;PD;Personnes handicapées;2019;;65;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;F;Femme;R;Rural;PD;Personnes handicapées;2019;;103;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;_T;National;_T;Pas de ventilation par handicap;2019;;23174;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2019;;43.66;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;VU;Vanuatu;NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;PD;Personnes handicapées;2019;;83.41;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2011;;42.4;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;MH;Îles Marshall (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;M;Homme;_T;National;_T;Pas de ventilation par handicap;2019;;37.14;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;R;Rural;_T;Pas de ventilation par handicap;2012;;29154;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;SB;Salomon;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2012;;6882;;N;unités;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;FM;États fédérés de Micronésie (pays);NEETRF;Proportion de jeunes personnes sans études, emploi ni formation;_T;Total;U;Urbain;_T;Pas de ventilation par handicap;2013;;36.12;;PERCENT;pourcents;;;;;;;;;;
DATAFLOW;SPC:DF_NEET(1.0);NEET - Jeunes non scolarisés, sans emploi ni formation (15-24 ans);I;A;Annuel;PW;Palaos;NEETAF;Nombre de jeunes personnes sans études, emploi ni formation;M;Homme;R;Rural;_T;Pas de ventilation par handicap;2013;;41;;N;unités;;;;;;;;;;
